Geneid	Symbol	GElaS
ENSMFAG00000042425	REXO4	0.306842161084392
ENSMFAG00000038045	ABHD10	0
ENSMFAG00000043163	RORA	0.365136345807143
ENSMFAG00000001802	SECISBP2L	0.451704366249862
ENSMFAG00000039479	RPL18	0
ENSMFAG00000039086	GLRX	0.878164833216486
ENSMFAG00000007328	SLK	0.436272451789145
ENSMFAG00000000476	KCTD9	0.450481209245118
ENSMFAG00000041519	LPP	0.508662034948357
ENSMFAG00000042222	CYRIB	0.301473496003372
ENSMFAG00000024597	ELOB	0.0861488424668617
ENSMFAG00000001237	FGF2	0.844750709788245
ENSMFAG00000061553	""	0
ENSMFAG00000035777	AGFG2	0.160525702180397
ENSMFAG00000001847	""	0
ENSMFAG00000000579	ADAMTS16	0.0589017998608257
ENSMFAG00000031688	PXK	0.414805959291077
ENSMFAG00000030364	UBE2V2	0.0305600547930812
ENSMFAG00000043036	""	0.276998231329324
ENSMFAG00000036636	""	0
ENSMFAG00000053299	GMEB2	0.113397102479762
ENSMFAG00000046187	PDGFRA	0.214269260908667
ENSMFAG00000032301	ERBIN	0.137303811167203
ENSMFAG00000058831	""	0.0845759578362729
ENSMFAG00000035351	IRAG1	0.602628376863987
ENSMFAG00000033599	GSTO1	0.0153923280985579
ENSMFAG00000037643	""	0.0810152804300223
ENSMFAG00000046294	MPC2	0.116709032502125
ENSMFAG00000042345	GATAD2B	0.191933257330757
ENSMFAG00000013716	TOMM40L	0.106091327517693
ENSMFAG00000031982	PIAS2	0.359560696280373
ENSMFAG00000035408	ANAPC13	0
ENSMFAG00000002429	ATF7	0.175815782802191
ENSMFAG00000040203	DSTYK	0.320209142793589
